interviewernumber	questionnairecode	Age	gender	race	howlong	own_rent	adults	adultsemployed	householdincome	personalincome	originalstratum	howclosepicture	howclosewords	inf_stlmnt_accuracy	residence_accuracy	crowflies_address_indicatedinfstlmnt	crowflies_indicatedaddress_indicatedinfstlmnt	crowflies_address_infstlmnt	crowflies_indicatedaddress_infstlmnt	byroad_address_indicatedinfstlmnt	byroad_indicatedaddress_indicatedinfstlmnt	byroad_address_infstlmnt	byroad_indicatedaddress_infstlmnt	hve_fence	hve_razorwire	hve_electricfence	hve_burglarbars	hve_dogs	hve_alarm	hve_armedrespnse	hve_camera	other	want_fence	want_razorwire	want_electricfence	want_burglarbars	want_dogs	want_alarm	want_armedrespnse	want_camera	other_A	cnt_avd1	cnt_avd2	cnt_avd3	cnt_avd4	SJ1	SJ2	SJ3	SJ4	Thrt_Phy1	Thrt_Phy2	Thrt_Phy3	Thrt_Rce1	Thrt_Rce2	Thrt_Rce3	Thrt_Rce4	Thrt_Sym1	Thrt_Sym2	Thrt_Sym3	Thrt_Sym4	Thrt_Sym5	Idnt_In1	Idnt_In2	Idnt_In3	Idnt_Nd1	Idnt_Nd2	Idnt_Nd3	Att_IS1	Att_IS2	Att_IS3	Att_IS4	Att_IS5	Att_B1	Att_B2	Att_B3	Att_B4	Att_B5	PA1	PA2	PA3	PA4	Cnt_IS_see	Cnt_IS_hear	Cnt_IS_smell	Cnt_qnt_B	Cnt_qnt_IS	Cnt_pos_B	Cnt_neg_B	Cnt_pos_IS1	Cnt_Qul_IS1	Cnt_Qul_IS2	Cnt_Qul_IS3	Cnt_neg_IS1	Cnt_neg_IS2	Cnt_neg_IS3	Cnt_Ex_B1	Cnt_Ex_B2	Cnt_Ex_IS1	Cnt_Ex_IS2	PD_I_D	PD_N_D	PD_B_D	PD_Is_D	PD_I_F	PD_N_F	PD_B_F	PD_Is_F	Emot_Is_D1	Emot_Is_D2	Emot_Is_D3	Emot_Is_G1	Emot_Is_G2	Emot_Is_G3	Emot_Is_G4	Emot_Is_G5	Emot_Is_G6	Emot_Is_G7	Emot_Is_G8	CA_Is1	CA_Is2	CA_B1	CA_B2	Solidar1	Solidar2	Empath1	Empath2	Empath3	Empath4	Empth_P1	Empth_P2	Empth_P3	Domestic	Domes_PtFt	Dom_Is	Dom_Att1	Dom_Att2	Gardner	Gardn_PtFt	Gardn_Is	Gardn_Att1	Gardn_Att2	cnt_avd	SysJus	Thrt_Phy	Thrt_Rce	Thrt_Sym	Idnt_In	Idnt_Nd	Prej_IS	Prej_B	PolAtt	Cnt_Qul_IS	Cnt_neg_IS	PDisc_I	PDisc_Is	Emot_Is_D	Emot_Is_G	Emot_IS_G_Angry	Emot_IS_G_Repuls	ColAct_Is	ColAct_B	Solidar	Empath	Dom_Relat	Gardn_Relat	Cnt_IS_Visceral	CNT_Physical	CNT_Qaulity	CNT_Quantity	CNT_Extended	Distance.SelfReport	group_meansplit_crwofliesdistance
10	J88	48	1	2	9	0	2	1	16	16	2	2	1	0	0	161.2	161.2	161.2	161.199	315.44	315.44	315.44	315.44	1	1	0	1	1	1	0	0	 	0	0	1	0	0	0	1	1	 	3	3	3	4	3	0	1	3	4	4	4	3	3	3	2	3	1	4	3	4	4	4	3	3	2	2	5	0	1	8	0	0	0	0	3	0	4	3	4	4	1	1	1	3	3	3	1	3	2	4	3	1	1	2	50	4	10	1	3	2	3	3	3	3	2	4	3	1	0	3	3	4	3	2	2	3	1	3	3	3	3	3	3	3	3	3	1	1	3	3	1	 	 	 	 	0	1	0	9	9	3.25	1.33333333333333	4	2.75	3	3.66666666666667	2.33333333333333	2.8	.6	3.75	3	1.33333333333333	3	3.5	1.33333333333333	2.625	.358864953282329	-.586288946092446	3	3	3	2.5	 	9	3	-.72361672165949	1.01380682367238	.215388347469674	.497587736363919	2	1
10	J68	48	0	2	18	0	3	1	 	 	2	8	1	0	1	112.54	235.6	112.54	235.6	273.43	478.54	273.43	478.54	1	0	0	1	1	0	0	0	 	0	1	1	0	0	1	1	1	 	0	2	2	2	3	1	3	3	3	3	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	9	8	9	9	8	5	5	5	6	7	3	3	3	4	1	1	1	3	3	2	2	2	1	2	2	2	2	3	1	2	0	0	2	3	1	1	3	2	3	3	1	1	1	4	4	4	4	4	4	4	4	3	3	3	3	3	3	1	1	1	1	1	3	1	1	 	 	 	 	1	 	 	 	 	1.5	2.33333333333333	3	1.75	3	3	3	8.6	5.6	3.25	1.66666666666667	2.33333333333333	2.5	2	1	4	.459640194724626	1.03215258825581	3	3	3	1	 	 	3	-.212726597835995	-.320561865930183	.369323440434335	-.760654609494332	5	1
10	J77	65	0	2	8	0	2	1	 	 	3	7	2	0	0	229.4	229.4	229.4	229.4	467.71	467.71	467.71	467.71	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	1	1	 	2	1	3	3	3	3	3	3	2	3	2	3	4	4	4	4	4	4	5	5	5	9	9	9	5	1	9	5	4	4	4	4	1	0	0	3	2	1	2	1	3	3	3	1	0	2	 	4	 	2	2	3	1	1	4	4	4	4	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	3	3	4	4	4	0	1	0	9	9	1	 	 	 	 	0	.666666666666667	2	3	2.6	4	4	6.6	5.8	4	3	1	3	2.5	0	3	-.421630348628606	.614435758415956	3	3	1	2	9	 	1	.468319142399786	-.605106645515987	-1.00306978270486	1.55477123311204	5.5	1
10	E11	76	1	2	43	0	3	0	 	 	2	8	2	0	0	99.2	99.2	99.2	99.2	229.29	229.29	229.29	229.29	1	0	0	0	0	1	1	0	 	0	0	0	0	0	1	1	0	 	0	0	3	3	3	1	1	 	4	4	4	4	4	3	3	3	2	3	3	3	4	4	4	4	4	4	9	9	3	9	9	8	8	3	7	8	4	 	0	4	1	1	0	1	2	1	2	1	3	3	3	1	1	2	 	 	 	 	3	3	3	1	3	3	3	3	2	2	2	4	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	3	1	 	 	 	 	1	 	 	 	 	1.5	.666666666666667	4	3.5	2.8	4	4	7.8	6.8	2	3	1.33333333333333	3	2	2	3.125	-.119622806217204	.488118825437966	2.5	2.5	3	2.75	 	 	2	 	 	 	 	6	1
10	J54	64	1	2	38	0	3	 	 	 	2	7	1	0	1	307.53	161.2	307.53	161.199	349.28	196.62	349.28	196.62	0	0	0	1	1	0	0	0	 	0	0	1	0	1	1	1	0	 	4	4	4	4	3	0	2	1	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	 	 	4	9	9	8	9	8	9	9	6	9	9	4	4	4	4	1	1	1	3	3	0	0	1	2	2	2	2	2	2	 	 	 	 	 	4	1	1	4	2	4	2	 	 	 	4	4	4	4	4	4	4	4	1	4	 	4	0	0	1	1	2	2	3	4	4	1	 	 	 	 	1	 	 	 	 	4	1	4	4	3.6	4	1.33333333333333	8.6	8.4	4	2	2	2	1.5	 	4	.459640194724626	1.03215258825581	2.5	2	0	1.5	 	 	3	 	 	 	 	4.5	2
10	J78	70	1	2	36	0	1	 	 	 	2	7	1	0	1	166.38	372	166.38	372	314.3	455.5	314.3	455.5	1	0	1	1	0	0	0	0	 	0	0	0	0	0	1	1	0	 	3	3	3	3	3	1	2	2	4	4	4	3	4	4	4	4	4	4	3	3	4	4	4	4	4	4	9	9	9	9	6	5	5	5	5	5	4	4	4	4	1	1	1	2	2	2	2	2	2	2	 	 	 	 	 	 	 	 	4	4	1	1	3	2	4	2	1	1	1	2	3	4	4	4	 	 	 	3	3	2	3	2	2	1	1	1	2	3	3	3	0	1	0	9	9	0	1	0	9	9	3	1.66666666666667	4	3.75	3.6	4	4	8.4	5	4	1.33333333333333	 	3.5	1.5	1	2.125	 	 	3	2.5	2	1.25	9	9	3	 	 	 	 	4.5	1
10	J18	31	1	2	5	0	2	1	16	16	2	4	1	0	0	124	124	124	124	147.23	147.23	147.23	147.23	1	1	0	1	1	1	1	1	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	4	4	4	4	3	3	5	 	 	 	 	 	 	0	 	 	2	2	2	2	1	0	0	3	3	3	1	1	3	3	3	1	0	1	 	4	1000	4	2	1	0	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	2	2	2	1	 	 	 	 	1	 	 	 	 	0	2	1.66666666666667	1	1	4	3.33333333333333	1	0	2	3	.666666666666667	2	2	1	1	-2.18417143533507	-.220997901263749	3	3	3	3	 	 	1	-.326927634540031	.38246423854582	-.621692308884458	2.23799295111784	3	1
10	J72	44	1	2	39	0	4	1	 	 	3	7	1	0	0	99.2	99.2	99.2	99.2	150.9	150.9	150.9	150.9	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	1	1	 	0	0	0	0	4	0	0	3	2	3	3	4	4	1	3	3	3	4	4	4	4	4	4	4	4	4	5	5	6	8	3	2	2	2	2	2	3	4	3	4	0	0	0	1	1	3	1	1	3	3	 	 	 	3	 	4	 	 	2	 	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	4	4	4	3	4	4	4	1	 	 	 	 	1	 	 	 	 	0	1	2.66666666666667	3	3.6	4	4	5.4	2	3.5	2	1	2.5	3	3	3	-.421630348628606	.614435758415956	3	3	1.5	3.75	 	 	0	 	 	 	 	4.5	1
4	D50	58	1	2	5	1	2	0	 	 	2	3	1	0	0	167.4	167.4	167.4	167.4	347.56	347.56	347.56	347.56	0	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	1	1	1	4	4	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	1	1	0	2	0	0	0	0	1	0	1	1	3	3	1	1	1	3	3	3	1	3	3	3	3	3	1	1	 	3	 	2	2	3	2	3	3	1	3	3	2	2	2	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	1	 	 	 	 	1	 	 	 	 	0	1	4	3	3	4	4	.8	.2	2	3	1.66666666666667	2.5	3	2	4	.459640194724626	1.03215258825581	3	3	3	3	 	 	3	-.613873380455898	.896403569799624	.292531309581985	.557029526934289	2.5	1
4	E19	46	0	2	40	0	3	1	12	12	3	8	4	0	0	545.6	545.6	545.6	545.6	747.13	747.13	747.13	747.13	1	0	0	1	1	0	0	0	 	0	1	1	0	0	1	1	1	 	2	4	4	4	4	0	1	2	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	7	8	9	9	9	0	9	9	9	9	4	4	4	4	0	1	0	4	4	1	4	0	0	0	0	4	4	4	10	1	 	0	4	4	4	4	4	0	4	4	1	0	0	4	4	4	4	4	4	4	4	3	3	3	0	0	4	3	2	2	3	4	0	4	1	 	 	 	 	1	 	 	 	 	3.5	1	4	4	3.2	4	4	8.4	7.2	4	0	4	4	4	.333333333333333	4	.459640194724626	1.03215258825581	3	1.5	2	2.5	 	 	1	1.75986150341246	-2.82336136249361	1.54092254875422	-.935805782644898	8	2
3	C20	34	1	2	35	0	2	1	 	10	3	8	3	0	0	539.4	539.4	539.4	539.4	735.22	735.22	735.22	735.22	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	4	0	0	3	3	3	3	1	1	1	0	1	1	3	1	4	4	4	4	4	4	4	9	9	9	5	9	 	 	 	 	 	4	4	4	4	0	0	0	4	1	3	2	1	2	2	2	0	0	0	 	1	 	0	3	3	3	3	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	3	3	3	3	1	1	3	 	 	 	 	 	0	1	1	9	9	0	1	3	.75	2	4	4	8.2	 	4	2	0	3	3	4	4	.459640194724626	1.03215258825581	4	3.5	3.5	3	 	9	0	1.61224728482487	.355303020932744	-.144372201536069	-1.1028242924442	7	2
3	C62	49	0	2	17	0	5	2	11	10	3	2	1	0	1	467.98	427.8	467.98	427.8	600.82	627.64	600.82	627.64	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	1	 	0	0	2	4	3	1	2	2	3	3	2	3	3	3	3	3	4	3	3	3	4	4	3	3	3	3	5	5	5	3	5	3	3	3	3	3	3	4	3	4	1	1	1	3	2	3	2	2	1	1	2	1	1	2	11	1	 	1	3	3	1	1	3	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	0	1	1	1	3	2	3	1	1	2	2	2	1	 	 	 	 	1	 	 	 	 	1.5	1.66666666666667	2.66666666666667	3	3.2	3.66666666666667	3	4.6	3	3.5	1.33333333333333	1.33333333333333	3	1	1	2	-1.30290089198184	.196718928576103	.5	1	2	1.75	 	 	3	-.026598944343082	-.0620719141891798	.111908906668971	-.573443062975832	2	2
3	C31	60	1	2	35	0	8	1	 	 	2	1	0	0	0	161.2	161.2	161.2	161.199	219.24	219.24	219.24	219.24	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	1	0	 	0	0	3	3	3	1	1	 	 	 	 	 	 	 	 	3	3	3	3	3	4	 	4	 	 	4	8	3	6	9	1	9	7	8	9	5	4	4	3	4	1	1	0	3	3	3	1	3	1	2	1	1	1	3	 	3	 	3	4	3	1	1	3	1	3	1	1	1	1	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	 	 	 	1	 	 	 	 	1.5	.666666666666667	 	 	3	2.66666666666667	1.33333333333333	5.4	7.6	3.75	1.33333333333333	1.66666666666667	3.5	1	1	2.875	1.66802778817934	-1.49563081052706	1	1	1	1	 	 	2	-.818812002697643	.410160557300878	.334673774037495	.935961630799464	.5	1
3	C72	70	0	2	33	0	2	1	 	11	2	4	0	0	1	145	285.2	145	285.2	239.9	438.4	239.9	438.4	1	0	0	1	0	1	1	0	 	0	0	1	0	0	0	0	0	 	1	3	3	4	4	0	0	0	4	4	4	2	4	4	4	4	4	4	4	4	4	4	2	2	2	2	 	 	 	 	 	 	 	 	 	 	4	4	4	4	1	1	1	4	2	2	2	2	2	2	2	2	2	3	 	1	 	0	3	3	1	3	3	1	2	3	1	1	0	1	1	1	1	1	1	1	1	2	2	3	2	2	4	3	2	2	2	0	0	4	0	0	1	9	9	0	1	1	9	9	2.75	0	4	3.5	4	3.33333333333333	2	 	 	4	2	2.33333333333333	3	3	.666666666666667	1	-2.18417143533507	-.220997901263749	2	2.5	3	2.25	9	9	3	-.649865591653109	-.179364276642883	.386194186404129	-1.05293553736977	2	1
3	C50	38	1	2	3	1	2	 	3	6	2	1	1	0	0	111.6	111.6	111.6	111.6	194.58	194.58	194.58	194.58	1	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	 	4	4	4	4	0	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	3	5	4	4	9	4	5	6	6	3	3	3	3	1	0	1	3	3	2	2	2	2	2	2	2	2	3	10	2	2	1	2	3	2	2	3	2	3	3	4	0	3	4	4	4	4	4	4	4	4	3	4	3	4	3	4	4	4	4	4	3	1	3	1	 	 	 	 	1	 	 	 	 	4	1	3	3	3	3	3	5	6	3	2	2.33333333333333	2.5	2.5	2.33333333333333	4	.459640194724626	1.03215258825581	3.5	3.5	3.5	4	 	 	2	-.6986288501042	-.277822113733476	.17758274936278	-.276129169067764	1.5	1
3	E23	18	0	2	31	0	5	3	 	 	2	5	1	0	1	105.4	74.4	105.4	74.4	267.64	82.22	267.64	82.22	1	0	0	1	1	1	1	0	 	0	1	0	0	0	0	0	0	 	0	0	0	3	3	1	1	1	3	3	3	3	3	3	1	3	3	3	3	3	4	4	4	4	4	4	4	7	5	9	8	7	8	8	9	8	3	3	3	3	1	0	0	2	1	2	1	2	3	3	3	2	2	2	 	2	 	2	3	3	1	1	3	1	3	1	1	1	1	4	4	4	4	3	0	0	0	1	1	1	1	1	1	3	3	3	1	1	1	3	1	 	 	 	 	1	 	 	 	 	.75	1	3	2.5	3	4	4	6.6	8	3	3	2	3	1	1	2.375	2.0670861211412	-2.49099095627143	1	1	1	2.5	 	 	1	-.320953690985352	.269590909841747	-1.43187624686055	.273405213330405	3.5	1
1	A72	69	0	2	34	0	2	0	16	16	2	6	0	0	0	217	217	217	217	287.29	287.29	287.29	287.29	1	0	0	1	0	1	1	0	 	0	1	0	0	0	0	0	0	 	0	0	4	4	1	1	1	1	3	4	4	3	3	3	3	4	2	3	3	3	4	4	4	3	3	3	9	5	0	7	0	0	3	2	5	5	4	1	4	4	0	0	0	2	2	3	1	2	1	1	1	2	0	3	3	2	0	0	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	1	0	0	0	3	3	3	3	3	3	3	2	3	3	3	1	3	1	 	 	 	 	1	 	 	 	 	2	1	3.66666666666667	3	3	4	3	4.2	3	3.25	1	1.66666666666667	2.5	3	3	1.625	.779282181780014	-2.21887899933374	3	3	3	2.75	 	 	0	-.0232533644558848	.318658116396028	-.579377202425833	-1.02348063554319	3	1
1	E51	62	0	2	13	0	2	0	6	 	2	3	0	0	0	124	124	124	124	167.83	167.83	167.83	167.83	1	0	0	1	0	0	0	0	 	0	1	1	0	1	1	1	1	 	0	2	4	2	1	3	1	1	3	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	3	4	3	2	3	3	3	3	2	2	2	 	2	 	2	2	2	2	2	3	2	2	3	1	0	0	3	2	1	1	3	0	3	0	3	3	3	3	3	3	3	3	3	3	3	1	3	1	 	 	 	 	1	 	 	 	 	2	1.66666666666667	3	2.75	2.6	3	3	3	3	3	3	2	2.5	2.5	.333333333333333	1.625	-1.31754914769017	-.239579149179774	3	3	3	3	 	 	2	-.782922781611094	.675465647188425	.918457761867345	-.0111513161728211	1.5	1
1	A62	52	0	2	22	0	5	3	12	10	3	5	 	1	0	496	496	201.56	201.56	505.35	530.73	188.47	225.87	1	0	0	1	1	0	0	0	 	0	0	1	0	0	0	1	1	 	0	1	2	3	4	1	0	3	4	4	4	3	4	3	3	3	4	4	2	4	4	4	3	3	3	3	7	9	9	9	9	7	5	5	5	6	3	0	2	3	0	1	0	4	2	3	2	1	2	2	2	2	1	2	 	3	 	0	3	3	2	2	3	2	2	2	2	1	1	4	3	4	4	4	3	4	4	3	2	3	3	3	3	3	2	2	2	3	3	2	1	 	 	 	 	1	 	 	 	 	1.5	1.33333333333333	4	3.25	3.4	3.66666666666667	3	8.6	5.6	2	2	1.66666666666667	3	2	1.33333333333333	3.75	.238839239005415	.923811033820687	2.5	3	3	2.25	 	 	1	 	 	 	 	2.5	1
1	A79	22	1	2	20	0	2	1	4	5	3	 	2	0	0	471.2	471.2	471.2	471.2	546.3	546.3	546.3	546.3	0	0	0	0	0	1	1	0	 	0	0	1	0	0	0	0	0	 	 	4	4	4	0	1	0	 	 	4	4	4	4	4	4	 	4	4	 	4	4	4	4	4	3	4	9	8	9	9	 	9	9	8	9	9	0	3	4	4	1	0	0	4	4	4	3	3	1	1	1	3	2	4	 	4	 	3	4	4	4	3	4	4	4	4	 	 	 	 	 	 	 	 	 	 	 	3	4	4	4	1	4	4	4	4	4	4	0	4	0	1	1	9	9	0	1	2	9	9	3	.333333333333333	2.66666666666667	4	2.4	4	3.66666666666667	7	8.8	2.75	1	3	4	3.5	 	 	 	 	3.5	4	2.5	4	9	9	1	 	 	 	 	2	2
1	A74	46	0	2	7	0	2	2	16	 	3	 	3	0	0	409.2	409.2	409.2	409.2	674.57	674.57	674.57	674.57	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	3	0	3	1	1	1	4	4	4	3	3	3	3	3	4	4	3	4	4	4	3	3	3	3	9	9	9	9	9	5	5	5	5	5	4	3	4	4	0	0	0	4	3	3	2	2	1	1	1	0	1	1	 	2	 	1	4	4	0	0	3	0	3	1	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	1	1	1	1	1	1	1	3	1	1	 	 	 	 	1	 	 	 	 	.75	1	4	3	3.6	3.66666666666667	3	9	5	3.75	1	.666666666666667	3.5	.5	4	4	.459640194724626	1.03215258825581	3	3	1	1	 	 	0	 	 	 	 	3	2
1	E50	28	1	2	2	1	3	1	7	5	2	5	1	0	0	74.4	74.4	74.4	74.4	79.57	79.57	79.57	79.57	1	0	0	1	0	0	0	0	 	0	1	0	0	0	1	1	0	 	0	1	0	0	4	0	3	2	4	4	4	3	3	2	2	1	3	4	2	1	4	4	3	3	3	3	2	5	5	5	8	5	8	8	5	8	4	4	4	4	1	1	0	4	3	3	1	2	2	2	3	1	0	1	10	2	0	0	3	3	2	1	3	3	3	3	1	0	0	4	4	4	4	4	3	4	4	2	2	2	2	3	4	3	2	2	2	3	3	3	1	 	 	 	 	1	 	 	 	 	.25	1.66666666666667	4	2.5	2.2	3.66666666666667	3	5	6.8	4	2.33333333333333	.666666666666667	3	2	.333333333333333	3.875	.563620266380964	.78338587130325	2	2	3.5	2.25	 	 	2	-.435410718501588	1.03981918736648	.482060465521393	-.906930804036004	3.5	1
2	E48	36	0	2	10	0	5	3	16	16	2	3	1	0	1	210.89	347.2	210.89	347.2	367.95	449.66	367.95	449.66	1	1	0	1	1	0	0	0	 	0	0	0	0	0	0	0	1	 	0	2	2	4	3	1	1	2	4	4	4	4	4	2	3	1	3	4	2	4	4	4	3	2	2	2	9	8	7	8	9	 	 	8	8	5	4	4	4	4	0	0	0	4	4	2	2	2	2	2	0	2	1	2	 	3	 	0	3	3	0	0	0	0	 	3	4	3	3	4	4	3	2	4	 	4	 	3	3	3	2	0	0	3	0	2	0	1	2	2	0	0	1	9	9	0	1	0	6	6	2	1.33333333333333	4	3.25	2.8	3.66666666666667	2	8.2	4.2	4	1.33333333333333	1.66666666666667	1.5	1.5	3.33333333333333	2.625	 	 	3	2.5	0	1.25	9	6	0	.146798349277996	-.220487641995382	1.09169175128009	-.447440326433181	2.5	1
2	B1	31	0	2	7	1	2	1	 	8	3	 	2	0	0	620	620	620	620	892.12	892.12	892.12	892.12	1	0	0	1	1	0	0	0	 	0	1	0	0	0	1	1	0	 	0	2	4	4	4	4	4	2	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	9	9	9	9	9	4	4	4	4	1	0	0	4	4	1	2	1	2	0	1	3	3	4	10	4	2	2	4	4	2	2	4	2	4	0	0	0	0	4	4	4	4	4	4	4	4	0	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2.5	3.33333333333333	4	3.5	4	4	4	0	9	4	1	3.33333333333333	4	1	0	4	.459640194724626	1.03215258825581	0	2	 	 	 	 	1	 	 	 	 	2	2
2	B8	62	0	2	30	0	5	1	3	5	2	3	0	0	0	62.73	62.73	62.73	62.73	73.17	73.17	73.17	73.17	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	1	 	4	4	3	4	4	0	0	1	4	4	4	4	4	3	2	3	3	4	3	4	4	4	4	2	3	1	9	9	5	3	8	6	7	5	9	7	4	4	4	4	1	1	0	4	4	1	3	2	1	1	2	3	3	4	2	1	 	0	4	3	1	0	4	1	3	1	0	1	0	3	4	4	4	4	0	1	2	0	1	3	2	1	3	3	3	3	3	4	3	4	1	 	 	 	 	1	 	 	 	 	3.75	.333333333333333	4	3.25	3.4	4	2	6.8	6.8	4	1.33333333333333	3.33333333333333	4	.5	.333333333333333	2.75	1.32866610862385	-1.3280998078104	.5	2.5	2	3	 	 	2	-.742712798676229	-1.13027348663088	1.31354402021984	-1.17047796438749	1.5	1
2	B45	21	1	2	40	0	4	1	16	16	3	1	2	0	0	446.4	446.4	446.4	446.4	729.47	729.47	729.47	729.47	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	1	 	0	2	3	4	3	1	2	1	4	4	4	3	3	3	2	3	2	1	2	2	4	3	3	3	2	3	5	7	4	2	4	4	5	4	2	6	4	2	3	4	0	0	0	4	2	4	1	1	2	1	1	1	0	1	10	2	1	1	2	3	3	4	3	2	3	3	 	4	 	 	4	 	 	 	 	 	 	1	3	2	2	3	4	3	2	3	3	3	2	3	1	 	 	 	 	1	 	 	 	 	2.25	1.33333333333333	4	2.75	2	3.33333333333333	2.66666666666667	4.4	4.2	3.25	1.33333333333333	.666666666666667	2.5	3.5	1.33333333333333	.5	 	 	2	2	3.5	2.75	 	 	0	.728858602948312	.483340382807818	.201323486922165	-.288964690324475	2.5	2
2	B61	43	0	2	9	0	4	2	13	16	2	6	1	0	1	205.81	347.2	205.81	347.2	399.16	445.49	399.16	445.49	1	0	0	1	0	1	1	0	 	0	1	1	0	0	0	0	1	 	0	0	3	3	0	0	1	0	4	3	4	3	4	4	3	3	4	3	2	4	4	4	4	4	4	4	9	7	9	9	6	4	5	5	8	6	4	3	4	4	1	0	0	2	2	1	1	1	0	2	1	1	1	2	30	3	6	1	4	4	1	2	4	2	2	4	2	3	1	4	4	4	4	4	4	4	4	2	1	3	2	0	2	3	2	3	3	3	1	3	0	1	0	6	6	1	 	 	 	 	1.5	.333333333333333	3.66666666666667	3.5	3.2	4	4	8	5.6	3.75	1	1.33333333333333	4	3	2	4	.459640194724626	1.03215258825581	1.5	2.5	1	2.75	6	 	1	.0733438483911948	-.83672023730007	-1.43820234245476	.499355613379345	4	1
2	B63	32	1	2	5	0	2	2	7	4	3	3	1	1	0	384.4	384.4	367.62	300.89	1094.7	1094.7	461.74	461.74	1	0	0	1	1	1	1	0	 	0	1	1	0	0	0	0	1	 	4	4	4	4	0	2	2	3	4	4	4	2	4	3	4	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	9	9	9	9	4	4	4	4	1	1	0	4	4	2	2	2	2	2	2	2	2	3	12	2	6	2	4	4	2	2	3	2	3	2	2	2	2	3	3	3	3	3	3	3	3	0	0	2	2	2	2	2	2	2	2	4	0	4	 	 	 	 	 	 	 	 	 	 	4	2.33333333333333	4	3.25	4	4	4	9	9	4	2	2.33333333333333	3.5	2	2	3	-.421630348628606	.614435758415956	0	2	2	2	 	 	2	.0199286531230675	-.484649367433505	1.14657822281867	.381870378731008	2.5	2
2	B69	33	1	2	7	0	2	2	13	10	2	2	1	0	1	73.16	111.6	73.16	111.6	70.19	269.87	70.19	269.87	1	1	0	1	0	1	0	0	 	0	0	1	0	0	0	0	0	 	1	0	1	2	2	1	1	1	4	3	4	2	2	2	1	3	3	3	2	4	4	4	3	3	3	3	6	6	4	7	5	5	5	5	7	5	4	4	3	4	1	1	1	3	3	2	2	2	2	3	3	2	2	2	3	2	 	0	2	2	2	3	3	3	3	2	2	 	 	4	 	 	4	 	 	 	4	1	3	2	3	2	4	3	3	3	3	3	3	3	0	1	2	8	8	1	 	 	 	 	1	1	3.66666666666667	1.75	3	3.66666666666667	3	5.6	5.4	3.75	2.66666666666667	2	2.5	2.5	.666666666666667	1.5	 	 	2	2.5	3	3	8	 	3	-.94427302656181	.079441222295708	.0916779744931467	-.715662293988524	2	1
2	B80	37	1	2	35	0	2	2	16	16	3	 	2	0	1	509.68	477.4	509.68	477.4	738.02	658.02	738.02	658.02	1	0	0	1	1	0	0	0	 	0	1	0	0	0	1	1	0	 	0	2	1	2	4	1	2	1	4	4	3	2	2	1	1	3	2	3	2	2	4	4	3	3	2	3	5	5	6	5	4	2	4	4	7	2	3	4	3	4	0	0	0	3	2	2	1	1	2	2	2	1	1	2	3	2	 	0	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	3	2	2	2	3	2	1	3	1	 	 	 	 	1	 	 	 	 	1.25	1.33333333333333	3.66666666666667	1.5	2.4	3.66666666666667	2.66666666666667	5	3.8	3.5	2	1.33333333333333	2	1.5	1	1.5	-.903842559019981	-.798641217168265	2	2	2	2.25	 	 	0	 	 	 	 	2	2
